Message,Payload,Attachment,Pin,Issuer,Date
|Mes comptes|||Client|Mon Aug 16 2021 17:02:18
Send message||||Bot|Mon Aug 16 2021 17:02:31
|Consultation|||Client|Mon Aug 16 2021 17:03:16
Send message||||Bot|Mon Aug 16 2021 17:03:28
|Mon solde|||Client|Mon Aug 16 2021 17:03:44
Send message||||Bot|Mon Aug 16 2021 17:03:57
|||xxxx|Client|Mon Aug 16 2021 17:04:29
Send message||||Bot|Mon Aug 16 2021 17:04:53
Send message||||Bot|Mon Aug 16 2021 17:05:03
Send message||||Bot|Mon Aug 16 2021 17:05:13
|Mes comptes|||Client|Mon Aug 16 2021 17:16:21
Send message||||Bot|Mon Aug 16 2021 17:16:31
|Consultation|||Client|Mon Aug 16 2021 17:17:49
Send message||||Bot|Mon Aug 16 2021 17:18:01
